Clock	Marker	Coefficient	
PhenoAge-blood	cg24493940	-4.202135081	
PhenoAge-blood	cg03819692	4.145197074	
PhenoAge-blood	cg08668790	4.112113212	
PhenoAge-blood	cg07180649	-4.105965549	
PhenoAge-blood	cg00515905	-4.103268356	
PhenoAge-blood	cg22473095	4.044042377	
PhenoAge-blood	cg17324128	-4.043943288	
PhenoAge-blood	cg00113951	4.02670329	
PhenoAge-blood	cg16408970	4.024035102	
PhenoAge-blood	cg00412805	4.016808807	
PhenoAge-blood	cg01400401	4.009589827	
PhenoAge-blood	cg26581729	-3.998837847	
PhenoAge-blood	cg12473775	-3.994735863	
PhenoAge-blood	cg26109803	-3.984563973	
PhenoAge-blood	cg05442902	-3.966098185	
PhenoAge-blood	cg13351161	-3.960753228	
PhenoAge-blood	cg21200703	3.959178135	
PhenoAge-blood	cg23191950	3.958521328	
PhenoAge-blood	cg05089968	-3.91160807	
PhenoAge-blood	cg02071305	-3.886409522	
PhenoAge-blood	cg26746469	3.866139002	
PhenoAge-blood	cg17770886	3.827665372	
PhenoAge-blood	cg04755031	3.817194129	
PhenoAge-blood	cg01623187	-3.806275602	
PhenoAge-blood	cg09322949	3.784159584	
PhenoAge-blood	cg19514469	3.775144564	
PhenoAge-blood	cg00687674	3.757669266	
PhenoAge-blood	cg08475827	3.702746231	
PhenoAge-blood	cg14918082	3.608249401	
PhenoAge-blood	cg23818978	3.603684682	
PhenoAge-blood	cg13975369	3.583069518	
PhenoAge-blood	cg16295988	3.558270741	
PhenoAge-blood	cg13323474	3.552242836	
PhenoAge-blood	cg09304040	3.548407354	
PhenoAge-blood	cg22580353	3.485338581	
PhenoAge-blood	cg15903282	-3.473480174	
PhenoAge-blood	cg13718960	3.468680041	
PhenoAge-blood	cg00955230	3.41792265	
PhenoAge-blood	cg06144905	3.413484589	
PhenoAge-blood	cg09413557	-3.403045935	
PhenoAge-blood	cg15856055	3.375380941	
PhenoAge-blood	cg19685066	3.331314764	
PhenoAge-blood	cg03258472	-3.301812331	
PhenoAge-blood	cg16743289	3.265740439	
PhenoAge-blood	cg26932976	-3.259148427	
PhenoAge-blood	cg19883905	-3.218932622	
PhenoAge-blood	cg16713727	3.187970744	
PhenoAge-blood	cg21835643	3.158955159	
PhenoAge-blood	cg23668631	-3.15460847	
PhenoAge-blood	cg21006686	3.152813941	
PhenoAge-blood	cg05441133	3.103760739	
PhenoAge-blood	cg08587542	-3.06398296	
PhenoAge-blood	cg20572838	3.062671547	
PhenoAge-blood	cg21081971	-2.970173829	
PhenoAge-blood	cg20492933	2.947623086	
PhenoAge-blood	cg19731122	2.914336066	
PhenoAge-blood	cg09851465	2.879940739	
PhenoAge-blood	cg24505341	2.841188478	
PhenoAge-blood	cg25536676	-2.837642113	
PhenoAge-blood	cg19663795	-2.827607692	
PhenoAge-blood	cg10917602	-2.815298757	
PhenoAge-blood	cg23234999	2.789697779	
PhenoAge-blood	cg06958034	2.788051118	
PhenoAge-blood	cg19439331	2.757897465	
PhenoAge-blood	cg14550518	-2.732393181	
PhenoAge-blood	cg13854874	2.705537905	
PhenoAge-blood	cg08586737	2.696221083	
PhenoAge-blood	cg13307384	2.583560626	
PhenoAge-blood	cg23152772	2.580749951	
PhenoAge-blood	cg19560210	2.560159507	
PhenoAge-blood	cg26711820	2.558421247	
PhenoAge-blood	cg08900043	2.536833226	
PhenoAge-blood	cg15013019	-2.533299173	
PhenoAge-blood	cg21907579	2.497611714	
PhenoAge-blood	cg13656062	2.484283954	
PhenoAge-blood	cg08694544	2.481527201	
PhenoAge-blood	cg06638451	2.479689072	
PhenoAge-blood	cg07211259	-2.423609122	
PhenoAge-blood	cg19297232	-2.403650899	
PhenoAge-blood	cg04087608	2.383062953	
PhenoAge-blood	cg20652640	-2.37602848	
PhenoAge-blood	cg19378133	2.374343432	
PhenoAge-blood	cg10570177	2.358758156	
PhenoAge-blood	cg01252496	2.348957061	
PhenoAge-blood	cg12177001	2.336851094	
PhenoAge-blood	cg20891917	2.296781942	
PhenoAge-blood	cg26022315	-2.270877875	
PhenoAge-blood	cg06994793	2.264576345	
PhenoAge-blood	cg15427448	2.261768982	
PhenoAge-blood	cg25713185	2.25600198	
PhenoAge-blood	cg25251635	2.248622897	
PhenoAge-blood	cg26898166	-2.24450608	
PhenoAge-blood	cg19028160	-2.242872325	
PhenoAge-blood	cg12145907	2.227238015	
PhenoAge-blood	cg07073964	-2.216579511	
PhenoAge-blood	cg03007010	-2.202237705	
PhenoAge-blood	cg20828084	2.193830696	
PhenoAge-blood	cg21926612	-2.151586582	
PhenoAge-blood	cg13571802	-2.123161461	
PhenoAge-blood	cg21762589	2.116884479	
PhenoAge-blood	cg16612562	2.080897193	
PhenoAge-blood	cg00350702	2.072016695	
PhenoAge-blood	cg19686152	-2.066714676	
PhenoAge-blood	cg03703325	2.057604969	
PhenoAge-blood	cg26614073	-2.026512819	
PhenoAge-blood	cg18881501	-2.022128432	
PhenoAge-blood	cg15171237	-1.981506525	
PhenoAge-blood	cg08654655	1.973711223	
PhenoAge-blood	cg11490446	1.961425559	
PhenoAge-blood	cg03623878	1.943750756	
PhenoAge-blood	cg13258700	1.935417196	
PhenoAge-blood	cg00297600	1.908695219	
PhenoAge-blood	cg08074477	1.902730524	
PhenoAge-blood	cg06637774	1.89342443	
PhenoAge-blood	cg19632206	1.89091587	
PhenoAge-blood	cg16357381	-1.880522626	
PhenoAge-blood	cg19149785	-1.875110597	
PhenoAge-blood	cg00335286	1.855444605	
PhenoAge-blood	cg00412772	1.844120976	
PhenoAge-blood	cg20234170	1.829049562	
PhenoAge-blood	cg07038400	1.7787351	
PhenoAge-blood	cg21712685	-1.765357537	
PhenoAge-blood	cg15498283	1.743616315	
PhenoAge-blood	cg23127998	1.686038152	
PhenoAge-blood	cg00582628	-1.678163605	
PhenoAge-blood	cg18001427	-1.649720496	
PhenoAge-blood	cg10669058	-1.649159645	
PhenoAge-blood	cg19573166	-1.645326874	
PhenoAge-blood	cg01946401	-1.552392375	
PhenoAge-blood	cg08872493	1.548231761	
PhenoAge-blood	cg22484793	1.547278123	
PhenoAge-blood	cg05440289	1.547194374	
PhenoAge-blood	cg12188560	-1.546553159	
PhenoAge-blood	cg02480835	1.531112896	
PhenoAge-blood	cg19356189	-1.528350646	
PhenoAge-blood	cg12402251	1.509543012	
PhenoAge-blood	cg22179082	-1.509071514	
PhenoAge-blood	cg15201877	1.467052004	
PhenoAge-blood	cg27626102	-1.465742937	
PhenoAge-blood	cg21649520	-1.462031413	
PhenoAge-blood	cg23213217	1.448091683	
PhenoAge-blood	cg00744433	-1.411402743	
PhenoAge-blood	cg24556026	1.410756917	
PhenoAge-blood	cg19724470	-1.399107852	
PhenoAge-blood	cg22809047	1.377506045	
PhenoAge-blood	cg11896923	-1.375881082	
PhenoAge-blood	cg00168942	-1.375221101	
PhenoAge-blood	cg16984944	-1.359979716	
PhenoAge-blood	cg02197293	1.326475211	
PhenoAge-blood	cg19566405	1.286269453	
PhenoAge-blood	cg10591174	-1.280172495	
PhenoAge-blood	cg23338195	1.264378979	
PhenoAge-blood	cg26350286	-1.261236982	
PhenoAge-blood	cg06295856	1.251326977	
PhenoAge-blood	cg01335367	1.211111994	
PhenoAge-blood	cg05898102	1.202033611	
PhenoAge-blood	cg18392482	-1.196389134	
PhenoAge-blood	cg26312920	-1.182810193	
PhenoAge-blood	cg12813792	1.182049823	
PhenoAge-blood	cg08424423	-1.156840533	
PhenoAge-blood	cg13510262	1.146725133	
PhenoAge-blood	cg21363706	1.140495095	
PhenoAge-blood	cg09254939	-1.115123986	
PhenoAge-blood	cg13899108	1.112549015	
PhenoAge-blood	cg21184495	-1.102666731	
PhenoAge-blood	cg17627559	1.069116234	
PhenoAge-blood	cg01261503	1.047474154	
PhenoAge-blood	cg26219051	1.046570867	
PhenoAge-blood	cg14009688	1.041709284	
PhenoAge-blood	cg21993406	1.01756345	
PhenoAge-blood	cg24110063	-1.01239731	
PhenoAge-blood	cg10900550	-0.993401947	
PhenoAge-blood	cg05422352	0.965636264	
PhenoAge-blood	cg18384097	-0.960409715	
PhenoAge-blood	cg01511567	-0.955659544	
PhenoAge-blood	cg15489301	-0.925473409	
PhenoAge-blood	cg26394940	-0.852196304	
PhenoAge-blood	cg18241647	0.833493573	
PhenoAge-blood	cg17966192	-0.814304713	
PhenoAge-blood	cg18732541	0.797614179	
PhenoAge-blood	cg20570279	-0.790590456	
PhenoAge-blood	cg23239039	0.774552515	
PhenoAge-blood	cg13654195	-0.764669972	
PhenoAge-blood	cg17431739	-0.762536285	
PhenoAge-blood	cg16816226	-0.761063169	
PhenoAge-blood	cg08251399	0.755043977	
PhenoAge-blood	cg09799873	-0.750651448	
PhenoAge-blood	cg15887846	-0.742899932	
PhenoAge-blood	cg22194129	0.727265735	
PhenoAge-blood	cg25898500	-0.725019577	
PhenoAge-blood	cg16372520	0.71058822	
PhenoAge-blood	cg09096950	0.684630536	
PhenoAge-blood	cg12864235	0.655304718	
PhenoAge-blood	cg18809289	0.653578992	
PhenoAge-blood	cg24651706	0.653433186	
PhenoAge-blood	cg21201109	0.648066076	
PhenoAge-blood	cg23568913	-0.644984918	
PhenoAge-blood	cg23159337	-0.632208093	
PhenoAge-blood	cg10795646	-0.630165	
PhenoAge-blood	cg24332433	0.617734017	
PhenoAge-blood	cg13861644	0.588384291	
PhenoAge-blood	cg06171242	0.573872643	
PhenoAge-blood	cg00338702	0.534125992	
PhenoAge-blood	cg04818845	0.530063706	
PhenoAge-blood	cg18468844	-0.514411149	
PhenoAge-blood	cg06975499	-0.508782249	
PhenoAge-blood	cg01128603	-0.499180939	
PhenoAge-blood	cg13119609	-0.497800027	
PhenoAge-blood	cg10667970	-0.494137066	
PhenoAge-blood	cg09404633	-0.481760063	
PhenoAge-blood	cg01918706	0.481129756	
PhenoAge-blood	cg11618577	0.45590634	
PhenoAge-blood	cg22983092	0.434401518	
PhenoAge-blood	cg18771300	-0.430534396	
PhenoAge-blood	cg10202457	-0.41970649	
PhenoAge-blood	cg19371795	0.402226134	
PhenoAge-blood	cg12991365	-0.399519083	
PhenoAge-blood	cg22090592	-0.38718029	
PhenoAge-blood	cg14972143	0.385312405	
PhenoAge-blood	cg01056568	-0.326099256	
PhenoAge-blood	cg24505122	0.307545432	
PhenoAge-blood	cg12324144	0.299599643	
PhenoAge-blood	cg05697249	-0.297182577	
PhenoAge-blood	cg01459453	-0.294798529	
PhenoAge-blood	cg16728114	0.275798966	
PhenoAge-blood	cg09196959	0.260322504	
PhenoAge-blood	cg04359302	0.255790471	
PhenoAge-blood	cg00862290	-0.233766711	
PhenoAge-blood	cg01114088	-0.226611181	
PhenoAge-blood	cg13613532	0.21020524	
PhenoAge-blood	cg12289045	0.205379773	
PhenoAge-blood	cg16466334	0.166685207	
PhenoAge-blood	cg09630437	0.165360604	
PhenoAge-blood	cg04333463	0.164994457	
PhenoAge-blood	cg05501584	-0.164581823	
PhenoAge-blood	cg09294589	-0.157799598	
PhenoAge-blood	cg16319578	0.155277938	
PhenoAge-blood	cg13460409	0.148824189	
PhenoAge-blood	cg18587364	-0.137734976	
PhenoAge-blood	cg14105047	0.137366272	
PhenoAge-blood	cg00079056	0.122818203	
PhenoAge-blood	cg20674577	-0.120528788	
PhenoAge-blood	cg22197830	-0.117965431	
PhenoAge-blood	cg09045681	0.11706097	
PhenoAge-blood	cg14467840	0.11617835	
PhenoAge-blood	cg13587552	-0.096960459	
PhenoAge-blood	cg25022327	-0.085880587	
PhenoAge-blood	cg04616566	0.068531735	
PhenoAge-blood	cg26842024	0.063834719	
PhenoAge-blood	cg17903544	0.058590013	
PhenoAge-blood	cg21053529	-0.052460218	
PhenoAge-blood	cg06363129	-0.047794699	
PhenoAge-blood	cg23173910	-0.047747114	
PhenoAge-blood	cg09434995	0.04407787	
PhenoAge-blood	cg13843773	0.043585555	
PhenoAge-blood	cg27440834	0.033980159	
PhenoAge-blood	cg15642326	0.032502686	
PhenoAge-blood	cg27244482	-0.031981428	
PhenoAge-blood	cg00083937	0.030577331	
PhenoAge-blood	cg22395019	0.027494572	
PhenoAge-blood	cg17923358	0.024808297	
PhenoAge-blood	cg17861230	0.023738294	
PhenoAge-blood	cg08212685	0.012944061	
PhenoAge-blood	cg12373771	0.01052681	
PhenoAge-blood	cg00503840	0.002679625	
PhenoAge-blood	cg15381313	0.002078841	
Chunxiao	cg00223245	-0.873	
Chunxiao	cg00303541	3.8646	
Chunxiao	cg00329615	-1.776	
Chunxiao	cg00443981	0.0915	
Chunxiao	cg00497086	10.004	
Chunxiao	cg00577449	0.8022	
Chunxiao	cg00589520	-0.4777	
Chunxiao	cg01119503	-0.8711	
Chunxiao	cg01231611	-9.7149	
Chunxiao	cg01318665	-0.3878	
Chunxiao	cg01949324	-0.8261	
Chunxiao	cg02172773	-1.147	
Chunxiao	cg02307957	0.681	
Chunxiao	cg02478540	-2.0031	
Chunxiao	cg02772754	2.6007	
Chunxiao	cg02822838	-0.788	
Chunxiao	cg02844688	-0.7437	
Chunxiao	cg02872426	-0.7179	
Chunxiao	cg03132729	-1.3295	
Chunxiao	cg03579624	3.5695	
Chunxiao	cg03653399	-0.2678	
Chunxiao	cg03905236	-0.3205	
Chunxiao	cg03922748	-1.1319	
Chunxiao	cg04436528	-0.8767	
Chunxiao	cg04455146	0.4092	
Chunxiao	cg04925748	0.0094	
Chunxiao	cg04955914	-3.5037	
Chunxiao	cg05596756	-1.2892	
Chunxiao	cg05613083	0.2838	
Chunxiao	cg06072257	-8.578	
Chunxiao	cg06094762	-0.7441	
Chunxiao	cg06269443	-0.5934	
Chunxiao	cg06711259	-4.0322	
Chunxiao	cg07219494	-2.4714	
Chunxiao	cg07382691	-1.6851	
Chunxiao	cg07465899	-2.0805	
Chunxiao	cg07553761	0.6632	
Chunxiao	cg07662935	-1.458	
Chunxiao	cg07976733	-0.2922	
Chunxiao	cg08349142	0.2318	
Chunxiao	cg08516641	-0.443	
Chunxiao	cg09116468	1.3689	
Chunxiao	cg09124496	-0.9307	
Chunxiao	cg09310092	-1.6075	
Chunxiao	cg09461021	-1.982	
Chunxiao	cg10328813	-0.0518	
Chunxiao	cg10816468	-3.1004	
Chunxiao	cg10989288	1.4809	
Chunxiao	cg11271492	-1.9703	
Chunxiao	cg12642568	-2.3633	
Chunxiao	cg13274149	2.3751	
Chunxiao	cg13612317	-2.1116	
Chunxiao	cg13993467	-2.8597	
Chunxiao	cg14112935	0.249	
Chunxiao	cg14176099	-0.0971	
Chunxiao	cg14190522	-1.7517	
Chunxiao	cg14584292	-0.2336	
Chunxiao	cg15308037	-1.9034	
Chunxiao	cg16119613	-2.0018	
Chunxiao	cg16202624	-1.3384	
Chunxiao	cg16746462	-1.0752	
Chunxiao	cg16867657	1.5653	
Chunxiao	cg16902294	1.0071	
Chunxiao	cg17238334	-1.0219	
Chunxiao	cg17723057	-0.1222	
Chunxiao	cg18114755	-0.0473	
Chunxiao	cg18219522	-1.0433	
Chunxiao	cg18311495	-0.113	
Chunxiao	cg18488521	1.564	
Chunxiao	cg18597220	1.597	
Chunxiao	cg21192606	-1.6143	
Chunxiao	cg21242642	6.213	
Chunxiao	cg22029239	-1.2812	
Chunxiao	cg22493216	-0.6306	
Chunxiao	cg22603452	-1.9846	
Chunxiao	cg23204757	-1.2799	
Chunxiao	cg23565569	-1.2712	
Chunxiao	cg23656415	-0.0271	
Chunxiao	cg23749518	-0.0204	
Chunxiao	cg24382249	-0.1185	
Chunxiao	cg24388008	-2.7052	
Chunxiao	cg27367871	-1.6092	
Chunxiao	cg27406001	-3.4879	
Xiaohui	cg00343092	-1.135997653	
Xiaohui	cg00563932	-2.254967927	
Xiaohui	cg00571634	1.205130235	
Xiaohui	cg00629217	-1.443114744	
Xiaohui	cg01511567	0.5572547	
Xiaohui	cg01515426	-4.753889226	
Xiaohui	cg01756060	-2.975525682	
Xiaohui	cg01899253	-0.877083763	
Xiaohui	cg02385474	-1.101457403	
Xiaohui	cg02489552	0.534293486	
Xiaohui	cg02626929	0.128916398	
Xiaohui	cg02789485	0.353159992	
Xiaohui	cg03224418	-0.165348646	
Xiaohui	cg03340261	-6.689713985	
Xiaohui	cg03970609	0.563336196	
Xiaohui	cg04458548	-0.283434273	
Xiaohui	cg04460372	-0.967940889	
Xiaohui	cg04474832	-1.203668298	
Xiaohui	cg04527989	0.677609524	
Xiaohui	cg04784672	1.786235879	
Xiaohui	cg05073035	1.216035058	
Xiaohui	cg05228408	-0.609085835	
Xiaohui	cg05294455	0.910369194	
Xiaohui	cg05352668	-1.571369198	
Xiaohui	cg05921699	1.800240774	
Xiaohui	cg05995267	0.600433301	
Xiaohui	cg06204948	0.639126779	
Xiaohui	cg06495803	0.396327381	
Xiaohui	cg07408456	-2.025444379	
Xiaohui	cg08032971	0.688587081	
Xiaohui	cg08355340	7.896033939	
Xiaohui	cg08418332	1.173668556	
Xiaohui	cg08675585	-1.519238797	
Xiaohui	cg08711674	1.119106843	
Xiaohui	cg08724636	-6.996531515	
Xiaohui	cg08733315	-6.468543656	
Xiaohui	cg08872742	0.940541228	
Xiaohui	cg09013626	0.613837924	
Xiaohui	cg09600829	-0.732377239	
Xiaohui	cg09809672	-0.614857266	
Xiaohui	cg09816471	1.516437238	
Xiaohui	cg10052840	-0.923536683	
Xiaohui	cg10834677	0.797599347	
Xiaohui	cg10986043	-2.379443118	
Xiaohui	cg11267879	-0.554874255	
Xiaohui	cg11314292	-3.38499408	
Xiaohui	cg11635563	-0.586380758	
Xiaohui	cg12024906	1.17757674	
Xiaohui	cg12467090	1.860965096	
Xiaohui	cg12688670	0.186533062	
Xiaohui	cg12810837	-1.305939966	
Xiaohui	cg13018903	0.152892228	
Xiaohui	cg13269407	-0.157006414	
Xiaohui	cg13436343	3.64661945	
Xiaohui	cg13590277	1.591073245	
Xiaohui	cg13870494	0.189212303	
Xiaohui	cg13946500	-3.850796145	
Xiaohui	cg14093936	-0.902373468	
Xiaohui	cg14271400	5.710688531	
Xiaohui	cg14456683	2.071567414	
Xiaohui	cg14494596	1.371768443	
Xiaohui	cg14839898	1.815352105	
Xiaohui	cg15051063	1.366658344	
Xiaohui	cg15238200	2.004655666	
Xiaohui	cg15297650	-1.589846694	
Xiaohui	cg15416233	-2.474569514	
Xiaohui	cg15457899	0.461285026	
Xiaohui	cg15700197	-0.378835203	
Xiaohui	cg16466334	-0.519673323	
Xiaohui	cg16713808	2.149119757	
Xiaohui	cg16744741	-0.628229923	
Xiaohui	cg17397493	0.501381132	
Xiaohui	cg17421623	0.555595016	
Xiaohui	cg17536532	1.437845258	
Xiaohui	cg17907567	0.722904509	
Xiaohui	cg18081104	0.414502763	
Xiaohui	cg18644543	0.931062722	
Xiaohui	cg18804206	1.561205825	
Xiaohui	cg19162158	3.204798604	
Xiaohui	cg19654437	-0.721912821	
Xiaohui	cg19722847	-1.328174578	
Xiaohui	cg19761273	-1.792864828	
Xiaohui	cg20025656	1.883236071	
Xiaohui	cg20349377	-1.099138807	
Xiaohui	cg20654468	0.335556248	
Xiaohui	cg21057046	-1.746170745	
Xiaohui	cg21959619	-0.108227218	
Xiaohui	cg22705225	-1.211995542	
Xiaohui	cg22724153	-0.712185236	
Xiaohui	cg22747092	-0.155437965	
Xiaohui	cg22884082	0.62832282	
Xiaohui	cg22919728	-0.292299689	
Xiaohui	cg23320649	-0.87213435	
Xiaohui	cg23587449	-5.214476293	
Xiaohui	cg23668631	-0.54580146	
Xiaohui	cg24001070	1.273455384	
Xiaohui	cg24433189	0.475029669	
Xiaohui	cg24453664	1.335584886	
Xiaohui	cg24471894	-0.519909509	
Xiaohui	cg24949049	0.75191663	
Xiaohui	cg25152942	0.511762568	
Xiaohui	cg25398949	3.475324556	
Xiaohui	cg25538571	-0.430581867	
Xiaohui	cg25762706	1.555819249	
Xiaohui	cg25809905	-1.731180008	
Xiaohui	cg25827666	-1.920330281	
Xiaohui	cg26227465	0.34441217	
Xiaohui	cg26232558	0.386260531	
Xiaohui	cg26379475	-0.547110473	
Xiaohui	cg27003571	-0.675385959	
Xiaohui	cg27553955	1.215637677	
Horvath-pan-mammalian	cg00249943	0.15278629	clock1
Horvath-pan-mammalian	cg00250826	0.002770105	clock1
Horvath-pan-mammalian	cg00292639	-0.129891492	clock1
Horvath-pan-mammalian	cg00362836	0.04862963	clock1
Horvath-pan-mammalian	cg00411555	-0.031365579	clock1
Horvath-pan-mammalian	cg00513357	0.091425998	clock1
Horvath-pan-mammalian	cg00587168	0.055298686	clock1
Horvath-pan-mammalian	cg00593462	0.437911032	clock1
Horvath-pan-mammalian	cg00687674	-0.140868637	clock1
Horvath-pan-mammalian	cg00694357	-0.808471134	clock1
Horvath-pan-mammalian	cg00900456	-0.033398244	clock1
Horvath-pan-mammalian	cg00954002	-0.122975242	clock1
Horvath-pan-mammalian	cg01009870	0.101085274	clock1
Horvath-pan-mammalian	cg01019040	-0.004560905	clock1
Horvath-pan-mammalian	cg01059743	-0.206340851	clock1
Horvath-pan-mammalian	cg01136078	-0.001618486	clock1
Horvath-pan-mammalian	cg01153166	0.07213742	clock1
Horvath-pan-mammalian	cg01169686	-0.036956214	clock1
Horvath-pan-mammalian	cg01246498	0.05297066	clock1
Horvath-pan-mammalian	cg01429475	0.172114471	clock1
Horvath-pan-mammalian	cg01511232	0.037939655	clock1
Horvath-pan-mammalian	cg01656216	0.047490848	clock1
Horvath-pan-mammalian	cg01698540	0.06197273	clock1
Horvath-pan-mammalian	cg01794235	0.047381114	clock1
Horvath-pan-mammalian	cg01975510	0.054041463	clock1
Horvath-pan-mammalian	cg02474352	0.05577934	clock1
Horvath-pan-mammalian	cg02499612	-0.041029	clock1
Horvath-pan-mammalian	cg02532525	0.129828583	clock1
Horvath-pan-mammalian	cg02606236	-0.020354116	clock1
Horvath-pan-mammalian	cg02692845	-0.010986992	clock1
Horvath-pan-mammalian	cg02734933	-0.050618726	clock1
Horvath-pan-mammalian	cg02909927	-0.001149372	clock1
Horvath-pan-mammalian	cg02963786	-0.145537423	clock1
Horvath-pan-mammalian	cg03098892	-0.067706973	clock1
Horvath-pan-mammalian	cg03103192	0.033028519	clock1
Horvath-pan-mammalian	cg03185524	0.083587533	clock1
Horvath-pan-mammalian	cg03320248	0.025943472	clock1
Horvath-pan-mammalian	cg03370924	0.178694835	clock1
Horvath-pan-mammalian	cg03564272	0.093220736	clock1
Horvath-pan-mammalian	cg03603997	-0.003361709	clock1
Horvath-pan-mammalian	cg03605454	0.274512763	clock1
Horvath-pan-mammalian	cg03668418	-0.142897356	clock1
Horvath-pan-mammalian	cg03820088	0.337643757	clock1
Horvath-pan-mammalian	cg03898602	-0.167582063	clock1
Horvath-pan-mammalian	cg03905052	0.037489046	clock1
Horvath-pan-mammalian	cg03942000	0.08710688	clock1
Horvath-pan-mammalian	cg03962027	-0.063363854	clock1
Horvath-pan-mammalian	cg04025518	-0.167136372	clock1
Horvath-pan-mammalian	cg04051518	-0.13275703	clock1
Horvath-pan-mammalian	cg04097289	0.131097793	clock1
Horvath-pan-mammalian	cg04211240	0.106295746	clock1
Horvath-pan-mammalian	cg04267101	-0.234464438	clock1
Horvath-pan-mammalian	cg04291050	0.033521914	clock1
Horvath-pan-mammalian	cg04318752	-0.009291233	clock1
Horvath-pan-mammalian	cg04368876	0.30163763	clock1
Horvath-pan-mammalian	cg04706544	0.044175638	clock1
Horvath-pan-mammalian	cg04998737	0.336274571	clock1
Horvath-pan-mammalian	cg05191959	-0.964267062	clock1
Horvath-pan-mammalian	cg05322294	-0.12388945	clock1
Horvath-pan-mammalian	cg05401971	0.288727819	clock1
Horvath-pan-mammalian	cg05475048	0.126731493	clock1
Horvath-pan-mammalian	cg05562063	0.056409006	clock1
Horvath-pan-mammalian	cg05575054	0.095687169	clock1
Horvath-pan-mammalian	cg05601676	-0.014081943	clock1
Horvath-pan-mammalian	cg05844902	-0.081703634	clock1
Horvath-pan-mammalian	cg06004718	-0.054016232	clock1
Horvath-pan-mammalian	cg06098215	-0.040804439	clock1
Horvath-pan-mammalian	cg06220792	0.017929448	clock1
Horvath-pan-mammalian	cg06283779	-0.097847143	clock1
Horvath-pan-mammalian	cg06472065	-0.06032863	clock1
Horvath-pan-mammalian	cg06639082	-0.025852302	clock1
Horvath-pan-mammalian	cg06679868	-0.013441018	clock1
Horvath-pan-mammalian	cg06736685	-0.442681022	clock1
Horvath-pan-mammalian	cg06796779	-0.052124729	clock1
Horvath-pan-mammalian	cg07005811	-0.053978516	clock1
Horvath-pan-mammalian	cg07026794	-0.028648239	clock1
Horvath-pan-mammalian	cg07117595	-0.009407756	clock1
Horvath-pan-mammalian	cg07323940	-0.005648684	clock1
Horvath-pan-mammalian	cg07499079	0.077393584	clock1
Horvath-pan-mammalian	cg07600647	0.019510384	clock1
Horvath-pan-mammalian	cg07867602	-0.000113915	clock1
Horvath-pan-mammalian	cg07875786	0.002606451	clock1
Horvath-pan-mammalian	cg07903650	-0.068952498	clock1
Horvath-pan-mammalian	cg07938388	0.023188053	clock1
Horvath-pan-mammalian	cg08074329	0.31370608	clock1
Horvath-pan-mammalian	cg08216101	0.070851007	clock1
Horvath-pan-mammalian	cg08343834	-0.045625754	clock1
Horvath-pan-mammalian	cg08402623	0.022058899	clock1
Horvath-pan-mammalian	cg08430237	-0.007938643	clock1
Horvath-pan-mammalian	cg08446005	0.034781313	clock1
Horvath-pan-mammalian	cg08563010	-0.009484972	clock1
Horvath-pan-mammalian	cg08665685	0.013526449	clock1
Horvath-pan-mammalian	cg08676748	0.179769916	clock1
Horvath-pan-mammalian	cg08797870	0.007758876	clock1
Horvath-pan-mammalian	cg08912313	-0.03524641	clock1
Horvath-pan-mammalian	cg08918292	0.024598087	clock1
Horvath-pan-mammalian	cg08938156	0.84374916	clock1
Horvath-pan-mammalian	cg09025625	-0.029368018	clock1
Horvath-pan-mammalian	cg09191327	-0.037793254	clock1
Horvath-pan-mammalian	cg09227056	0.388273708	clock1
Horvath-pan-mammalian	cg09313705	-0.06520474	clock1
Horvath-pan-mammalian	cg09360996	-0.437834135	clock1
Horvath-pan-mammalian	cg09461098	-0.107178386	clock1
Horvath-pan-mammalian	cg09497746	0.135841844	clock1
Horvath-pan-mammalian	cg09568652	0.053133715	clock1
Horvath-pan-mammalian	cg09576428	-0.003283005	clock1
Horvath-pan-mammalian	cg09578613	-0.015897374	clock1
Horvath-pan-mammalian	cg09605634	0.00252451	clock1
Horvath-pan-mammalian	cg09618893	-0.014382141	clock1
Horvath-pan-mammalian	cg09622673	0.232329532	clock1
Horvath-pan-mammalian	cg09670972	0.038711369	clock1
Horvath-pan-mammalian	cg09681292	0.045923732	clock1
Horvath-pan-mammalian	cg09710440	0.276573722	clock1
Horvath-pan-mammalian	cg09750164	4.45303E-05	clock1
Horvath-pan-mammalian	cg09807427	-0.057209803	clock1
Horvath-pan-mammalian	cg09973880	-0.034709016	clock1
Horvath-pan-mammalian	cg10040493	0.076596883	clock1
Horvath-pan-mammalian	cg10061379	-0.149762732	clock1
Horvath-pan-mammalian	cg10125423	0.124808965	clock1
Horvath-pan-mammalian	cg10160701	0.073138298	clock1
Horvath-pan-mammalian	cg10233638	-0.097268038	clock1
Horvath-pan-mammalian	cg10402101	-0.047113417	clock1
Horvath-pan-mammalian	cg10404717	0.016439831	clock1
Horvath-pan-mammalian	cg10439738	0.02922725	clock1
Horvath-pan-mammalian	cg10466667	-0.062113024	clock1
Horvath-pan-mammalian	cg10480998	0.026992226	clock1
Horvath-pan-mammalian	cg10501210	-0.392054908	clock1
Horvath-pan-mammalian	cg10603790	0.030818855	clock1
Horvath-pan-mammalian	cg10739250	0.015192998	clock1
Horvath-pan-mammalian	cg10975089	-0.06229758	clock1
Horvath-pan-mammalian	cg11084334	0.224047701	clock1
